"","unlist.questions."
"9561","인생의 계획 중에 단기, 중기, 장기계획이 있는데, 어느 것이 가장 중요하다고 생각하는지 말하고 이유를 말하세요"
"9562","녹십자에 대해 아는데로 설명해보세요."
"9563","제약산업 리베이트에 대한 본인의 의견을 말해보아라."
"9564","영어로 할 말 혹은 영어로 자기소개를 해보세요"
"9565","자기소개 해보세요"
"9566","자신의 장점은?"
"9567","체력에 자신있는지?"
"9568","활동적인 성격을 증명할 수 있는가?"
"9569","그동안 했던 프로젝트가 무엇인가?"
"9570","무엇을 잘할수 있는가?"
"9571","봉사를 자주하는가?"
"9572","일류기업이 되기 위한 구성원이 갖추어야할 덕목 3가지를 서술하세요"
"9573","PT : 삼성전자로지텍은 수출입물류를 영위하기 위하여 다양한 협력업체와 협력 관계에 있다. 협력업체의 역할과 협력업체 평가 요소에는 어떤것들이 있는지 발표하시오"
"9574","인성) 면접관은 면접자의 어떤 면을 판단해야 하는가?"
"9575","인성) 수출입물류를 하면서 어떤것이 가장 중요한가?"
"9576","일하고 싶은 부서와 어떻게 업무 수행을 할것이며, 개선해 나갈 것인지를 말해보세요."
"9577","창의성을 발휘한 경험에 대해 말해보세요."
"9578","원칙과 규정을 준수했던 경험은?"
"9579","고속철도를 공학적으로 분석해보세요."
"9580","섬식 승강장과 상대식 승강장의 차이가 무엇인가요?"
"9581","실패한 경험에 대해 말해보세요."
"9582","졸업 후 공백기에 무엇을 했나요?"
"9583","지원한 직무에 대한 포부를 말해보세요."
"9584","언더라이팅 업무만을 염두하고 있는가?"
"9585","언더라이팅으로 지원하게 된 동기가 있는가?"
"9586","영어구사 능력은 어느 정도 인가?"
"9587","의학적 지식은 어떻게 준비할 것인가?"
"9588","자기소개해보세요"
"9589","지원동기는 무엇인가?"
"9590","직무에 대해 간단히 설명해보세요"
"9591","인사를 지원한 동기는 무엇인가요?"
"9592","왜 메트라이프인가요?"
"9593","다른 곳 지원한 곳 있나요?"
"9594","영어로 자기소개 해보세요"
"9595","왜 전공과 다른 보험업을 선택했나요?"
"9596","돈에 대해 어떻게 생각하나요?"
"9597","보험에 대해 어떻게 생각하나요?"
"9598","본인의 인생 플랜에 대해 이야기해보세요"
"9599","업무와 개인사의 우선순위를 말해보세요"
"9600","인생관이 무엇이며 왜 그러한 신념을 갖게 되었나요??"
"9601","인생에서 힘들거나 좋았던 일을 말해보세요?"
"9602","타 경쟁사도 있는데 왜 우리 회사를 선택했나요??"
"9603","해당 직무에 지원하는 것을 반대하는 사람은 어떻게 설득하였나요??"
"9604","왜 우리 회사에 지원을 하였는가?"
"9605","학창 시절 어떠한 성과를 낸 적이 있는가?"
"9606","근무를 하게 된다면 어떤 목표가 있는가?"
"9607","팀 프로젝트를 진행할 때, 본인은 주로 어떤 역할을 맡았나요?"
"9608","대유에이텍의 주가는?"
"9609","대유에이텍이 생산하는 제품을 말해보세요"
"9610","대유에이텍의 계열사를 말해보세요"
"9611","살면서 가장 큰 성취감을 느꼈던 일을 말해보세요"
"9612","자신이 싫어하는 사람 유형과 그런 사람이 주변에 있다면 어떤 방식으로 대하는지?"
"9613","가장 싫은 인간상이 있다면? 그런 사람들이 주위에 있는지? 있다면 어떻게 대하는지?"
"9614","마지막으로 하고 싶은 얘기?"
"9615","살아오면서 가장 큰 성취감을 가졌던 부분을 대학생활 이후로 대답해보라"
"9616","실제로 프로젝트가 어느정도의 규모였나요?"
"9617","프로젝트에서 어떤 기능을 맡았었나요?"
"9618","은행에서는 이러한 기술을 많이 도입하고 있지 않은데 경험해본 다른 기술들은 어떤 것이 있나요?"
"9619","1분 자기소개해보세요."
"9620","금융 관련 전공자인데, 금융 관련 자격증이 없는 이유는 무엇입니까?"
"9621","기업조직문화에 대해 PT 발표하시오."
"9622","기회비용에 대해 아십니까?"
"9623","다른 전공이 본인에게 더 맞는 것 같은데, 이에 대해 어떻게 생각하시나요?"
"9624","빅데이터에 대해 PT 발표하시오."
"9625","옆 사람이 말한 것에 대해 어떻게 생각하시나요?"
"9626","오늘자 경제 신문을 읽었습니까? 가장 기억에 남는 헤드라인은 무엇이었습니까?"
"9627","인터넷 전문 은행에 대해 말해보세요."
"9628","전공이 상경계열이 아닌데 지원하게 된 동기는 무엇입니까?"
"9629","타 전공으로서 본인의 강점은 무엇입니까?"
"9630","특기가 독특한데, 그 특기를 갖게 된 동기는 무엇입니까?"
"9631","학점이 높은 사람과 친화력이 좋은 사람 중 어떤 사람을 뽑아야 할까요?"
"9632","TPP에 대해 설명해보세요."
"9633","경남은행의 상품을 팔아보세요."
"9634","금융권 준비를 안한 것 같은데 왜 지원했나요?"
"9635","서비스직에서 가장 힘들었던 경험은 무엇인가요?"
"9636","자신의 강점을 말해보세요."
"9637","텔러로서 가장 중요한 자질은 무엇이라 생각하나요?"
"9638","1분 자기소개를 해 보세요."
"9639","단순 반복업무가 많은데 괜찮은가요?"
"9640","마케팅의 정의가 무엇이라고 생각하나요?"
"9641","본인 성격의 어떤 부분이 은행 업무와 어울린다고 생각하나요?"
"9642","성형에 대해 어떻게 생각하나요?"
"9643","왕따를 당한다면 어떻게 대처할 것인가요?"
"9644","원래 집은 어디인가요?"
"9645","은행업무에서 가장 중요한 점은 무엇이라고 생각하나요?"
"9646","휴학했을 때 어떤 일을 했나요?"
"9647","(롤플레잉) 고객에게 인터넷 뱅킹을 신청하게 하라."
"9648","(롤플레잉) 고객이 단순업무를 처리하기 위해 30분이 넘게 기다려서 화가 난 상태다. 고객의 불평을 해소시켜 돌려보내라."
"9649","(롤플레잉) 무조건 모바일 알람서비스를 해지하려는 고객을 설득하여 다시 사용하게 하라."
"9650","(롤플레잉) 차이나펀드 수익률이 -40%을 기록하는 바람에 화가 난 고객을 설득하여 돌려보내라."
"9651","(롤플레잉) 현금카드를 분실한 고객이 재발급을 요청했는데... 이 고객에게 현금카드 대신 비씨카드를 팔아 보아라."
"9652","(롤플레잉)40대 여성 의류도매업자가 만기가 된 적금을 해지하려고 한다. 은행에서 만기가 되기 1주일 전에 고객에게 통보를 해야 함에도 불구하고 하지도 않고, 해지기간이 지난 후 고객이 직접 찾아와서 해지를 요구하는데... 이 고객의 불평을 해소하고, 이탈을 방지하여 우리 은행의 새로운 적금으로 다시 들어오게 하라."
"9653","(PT) 금연지원을 위한 가격정책 관련 주제"
"9654","(PT) 부동산 규제 관련 주제"
"9655","가두홍보에 대해 어떻게 생각하나요?"
"9656","개인정보유출의 문제점과 해결방안"
"9657","경남은행과 국민은행 두 군데를 모두 합격한다면 어디로 갈 건가요?"
"9658","경남은행에 들어오면 어떤 업무를 하고 싶나요?"
"9659","고객이 전화에 대고 막 화를 내는 클레임이 들어온다면 어떻게 대처할 것인가요?"
"9660","다른 은행도 많은데 꼭 경남은행이어야만 하는 이유가 있나요?"
"9661","대학 생활에서 가장 기억에 남는 일은 무엇인가요? (영어)"
"9662","대학 생활에서 가장 후회했던 일은 무엇인가요?"
"9663","대형면허가 있는데, 어떻게 땄나요?"
"9664","동료들과 트러블이 생긴다면 어떻게 대처할 것인가요?"
"9665","말을 너무 잘하는 것 같은데, 신입 지원자면 면접에서 좀 떨기도 하고 해야되는데 어떻게 생각하나요?"
"9666","무역마찰의 해소는 어떻게 해야 한다고 생각하나요?"
"9667","무역카르텔에 대해 말해보세요."
"9668","본인이 관리직에 어울릴것 같나요, 영업직에 어울릴것 같나요?"
"9669","부동산 규제 중 LTV60이란 무엇일까요?"
"9670","부탁을 잘 거절하지 못한다고 했는데, 지금은 이를 어떻게 극복하려 노력하고 있나요?"
"9671","성격이 참 조용한 것 같은데 영업을 잘 할 수 있을까요?"
"9672","아버지께서 은행원이셨던데 직급은 어디까지였나요? 은행원이셨던 아버지의 모습을 볼 때면 어떤 것을 느꼈나요?"
"9673","예전에 근무했던 회사는 어디이고, 어떤 업무를 담당했나요?"
"9674","운동을 잘 하나요? 주량은 얼마인가요?"
"9675","울산에서 경남은행의 점유율을 높이려면 어떻게 해야 할까요?"
"9676","은행의 금융상품에 대해 아는 대로 말해보세요."
"9677","자신의 단점은 무엇인가요?"
"9678","자신의 성격에 대해 장단점을 예를 들어 말해보세요."
"9679","지원동기는 무엇인가요?"
"9680","집과 먼 곳으로 발령난다면 어떻게 할 것인가요?"
"9681","창의적인 일을 잘 할것 같은데, 이전에 그런 창의성을 발휘해본 경험이 있나요?"
"9682","청년실업의 문제점과 해결방안"
"9683","회식자리 과음으로 인한 사망 및 재해에 대한 자신의 의견"
"9684","다양한 회사들이 있는데, 우리회사를 특별히 지원하게 된 동기가 있다면 ?"
"9685","마지막으로 하고 싶은 말 있으신가요?"
"9686","고객이 차를 산다고 하고 그다음날 타회사 차량을 산다고 하고 가면 당신은 어떻게할 것인가?"
"9687","교량가설공법에 대해 설명해보세요"
"9688","사면을 안정시킬 방법을 설명해보세요"
"9689","싱크홀에 대해 설명해보세요"
"9690","영어로 지원동기를 말해보세요"
"9691","우리 회사가 처음 진출한 국가에서 어떻게 대처해야 할까요?"
"9692","원가공정품질에 대해 3분간 PT 발표해보세요"
"9693","전공관련 수강 과목 중에서 가장 기억에 남는 것은 무엇인가요?"
"9694","지원직무말고 다른 직무를 맡게된다면 어떻게 할 건가요?"
"9695","회사에서 어떤 이미지로 평가받고 싶나요?"
"9696","NATM과 TBM공법의 특징을 설명해보세요"
"9697","발상의 전환을 통해 문제를 개선하거나 해결한 경험이 있다면 구체적인 상황, 자신의 행동, 결과 등을 말해보세요."
"9698","골재생산관리에 대해 아는가?"
"9699","근무지가 어디 있는지 상세하게 아는가? 기숙사 생활 가능한지?"
"9700","처음 현장을 보면 무슨 생각이 들 것 같은가?"
"9701","학교다니면서 가장 후회되는 것은 무엇이었나?"
"9702","Industry 4.0과 3.0의 차이는 무엇인가?"
"9703","마지막으로 하고 싶은 말은 무엇인가?"
"9704","본인의 직무에 대한 이해도를 묻는 질문"
"9705","영어점수가 좋지 않은 데 어떻게 생각하는가"
"9706","마지막으로 하고싶은말"
"9707","지방근무에 대해 자신만의 강점이 무엇인가?"
"9708","주량이 어느정도되는가?"
"9709","생산관리 직무란 무엇이라 생각하는가?"
"9710","노조는 필요하다고 생각하십니까?"
"9711","삼표의 복리후생에 대해 아시는 것이 있으십니까?"
"9712","삼표는 어떻게 알게 되었나요?"
"9713","영업이 무엇이라고 생각하나요?"
"9714","요즘 관심있는 이슈에 대해 말해보세요"
"9715","지방근무도 가능한가요?"
"9716","현장일이 힘들 수도 있는데 감당할 수 있나요?"
"9717","부모님 중에 존경하는 분과 이유에 대해 말해보세요"
"9718","콘크리트에 대한 지식을 어디까지 알고 있나요?"
"9719","꿈이 무엇이며 그에 대한 어떤 노력을 했는지 말해보세요"
"9720","상사가 부당한 지시를 하면 어떻게 대처할 건가요?"
"9721","삼표그룹에 궁금한 점이 있나요?"
"9722","전공과 직무가 관련 없는데 잘 할 수 있나요?"
"9723","로또에 당첨 된다면?"
"9724","지방근무가 가능한가요?"
"9725","물품 구매자가 욕을 하며 거래를 끊겠다고 한다면 어떻게 할 것인가?"
"9726","아버지는 뭐하시나?"
"9727","운전은 잘하나?"
"9728","파워포인트 잘하나?"
"9729","희망 연봉을 해당 금액으로 적은 이유는 무엇인가?"
"9730","공백기 동안 취업준비를 했다면 어떤 회사를 지원했는가?"
"9731","공백기간이 긴데 이 기간 동안 무엇을 했는가?"
"9732","본인은 리더형인가, 아니면 뒤에서 뒷받침해주는 서포터형인가?"
"9733","살면서 가장 인상깊었던 경험은 무엇인가?"
"9734","살면서 가장 재미있었던 경험은 무엇인가?"
"9735","성격의 장점과 단점은 무엇인가?"
"9736","스트레스를 푸는 방법은 무엇인가?"
"9737","이 직무에 지원한 이유는 무엇인가?"
"9738","제시된 업무 외에 부서 내의 다른 업무도 해야하는데, 가능한가?"
"9739","학교 다닐 때 가장 좋아했던 과목은 무엇인가?"
"9740","회계 잘 하는가?"
"9741","건설업의 전반적인 모습은 무엇인가?"
"9742","재무재표 내용을 말해보아라."
"9743","최근에 회사 이슈(비리)에 대해서 어떻게 생각하는가?"
"9744","업무강도가 생각보다 센데 버틸 수 있는가?"
"9745","자가용이 있는가?"
"9746","회사에 대해 얼마나 알고있는가?"
